gene_id	gene_name	Control_R1	Control_R2	Control_R3	VSOP_R1	VSOP_R2	VSOP_R3
ENSG00000247363.2	AC090061.1	3	6	5	3	7	2
ENSG00000247372.2	AC008897.2	0	0	2	1	0	0
ENSG00000247373.3	TMED2-DT	39	63	32	53	36	42
ENSG00000247381.3	PLUT	0	0	0	1	0	0
ENSG00000247400.4	DNAJC3-DT	162	207	124	188	138	155.001
ENSG00000247402.2	AC099487.1	0	0	0	0	0	0
ENSG00000247416.4	AP000802.1	4	3	4	3	0	0
ENSG00000247473.2	CARS-AS1	0	0	0	0	0	0
ENSG00000247498.10	GPRC5D-AS1	146.999	251	5	205	254	7
ENSG00000247516.8	MIR4458HG	138	157	150	201	121	165
ENSG00000247556.6	OIP5-AS1	7746.898	8707.868	8897.421	7121.157	7178.94	9080.951
ENSG00000247570.2	SDCBPP2	19.033	25.025	8.849	23.864	14.66	21.479
ENSG00000247572.8	CKMT2-AS1	94.001	117	79	92	123	75.001
ENSG00000247595.4	SPTY2D1OS	15	13.001	12	22	16	18.999
ENSG00000247596.9	TWF2	16784.942	17356	15438.334	16365.224	15165.231	15512
ENSG00000247624.6	CPEB2-DT	0	1	2	2	3	4
ENSG00000247626.5	MARS2	753	680	712	794	591	820
ENSG00000247627.2	MTND4P12	26.538	8.004	12.008	35.882	8.009	12.006
ENSG00000247675.7	LRP4-AS1	2	2	4	1	3	0
ENSG00000247679.3	AC139795.2	89	83	81	113.001	76.001	100
ENSG00000247699.2	FABP6-AS1	0	0	0	0	0	0
ENSG00000247708.8	STX18-AS1	18	34.999	18	31	34	26.999
ENSG00000247728.2	AC091057.3	26.362	39.18	73.378	39.627	33.895	37.16
ENSG00000247735.2	AC120114.1	30	38	26	44	21	28
ENSG00000247746.4	USP51	45	52	35	38	41	45
ENSG00000247763.2	AC106800.1	0	0	1	1	1	2
ENSG00000247765.2	AC068446.2	34.023	35.603	24.929	40.432	20.603	44.349
ENSG00000247774.7	PCED1B-AS1	6	11	29	6	9	62.999
ENSG00000247775.2	SNCA-AS1	1	2	1	0	0	0
ENSG00000247796.3	AC008966.1	36	25	34	39	18	46
ENSG00000247809.9	NR2F2-AS1	3	4	3	0	0	0
ENSG00000247810.8	AL136537.1	0	0	1	0	0	0
ENSG00000247828.8	TMEM161B-AS1	783.999	1055.002	1072.997	948	896.001	1119.999
ENSG00000247853.2	AC006064.2	90	132	74	98	88	101
ENSG00000247867.2	AP001922.1	0	0	0	0	0	0
ENSG00000247872.2	SPCS2P3	0	0	0	0	0	0
ENSG00000247877.7	AC021086.1	2	3	2	4	2	6
ENSG00000247903.1	AC024896.1	3	0	1	2	3	1
ENSG00000247911.3	HMGN1P12	0	0	0	0	0	0
ENSG00000247925.2	AL139807.1	1	1	5	1	0	2
ENSG00000247934.4	AC022364.1	8	16	9	18	13	15
ENSG00000247950.7	SEC24B-AS1	40	47	40	51	45	43.999
ENSG00000247970.2	AL160313.2	0	0	0	0	0	0
ENSG00000247982.6	LINC00926	1120	836.999	773	1633	735	798
ENSG00000247993.2	FOXD1-AS1	0	0	0	0	0	0
ENSG00000248008.3	NRAV	190	219	180	232	255	246.016
ENSG00000248015.7	AC005329.1	3	1	3	2	2	3
ENSG00000248019.3	FAM13A-AS1	468	671.999	675	546.999	507.999	608
ENSG00000248027.1	AP001351.1	1	0	0	0	0	0
ENSG00000248029.2	AC034238.3	0	0	0	0	0	0
ENSG00000248049.7	UBA6-AS1	393	325.999	421.001	436.001	309	457.999
ENSG00000248050.1	AC079061.1	0	1	0	0	0	0
ENSG00000248079.3	DPH6-DT	2	0	3	1	2	2
ENSG00000248092.8	NNT-AS1	357.461	436.498	396.177	438.346	381.331	456.422
ENSG00000248098.12	BCKDHA	2639.715	2528.429	2274.003	2568.796	2359.375	2520.85
ENSG00000248099.4	INSL3	1	10	0	0	1	2
ENSG00000248100.2	AC087257.1	0	0	0	0	0	0
ENSG00000248101.2	AC002116.1	0	0	0	0	10.072	3.244
ENSG00000248103.1	AC008443.3	1	0	1	2	1	1
ENSG00000248104.1	TARS2P1	0	0	0	0	0	0
ENSG00000248105.1	AC008885.1	0	0	1	0	0	0
ENSG00000248106.2	AC116353.3	0	0	0	0	0	0
ENSG00000248107.2	LINC02039	0	0	0	0	0	0
ENSG00000248109.3	MARCOL	0	0	0	0	0	0
ENSG00000248112.1	AC108174.1	0	0	0	0	0	1
ENSG00000248113.2	AC067942.2	3.172	3.184	2.794	3.204	2.252	3.943
ENSG00000248114.1	AC114812.3	0	0	0	0	0	0
ENSG00000248115.1	AC023154.1	0	0	0	0	0	0
ENSG00000248117.1	MICOS10P4	0	0	0	0	0	0
ENSG00000248118.2	LINC01019	0	0	0	0	0	0
ENSG00000248120.1	AC114967.1	0	0	2	0	0	0
ENSG00000248121.8	SMURF2P1	37.985	32.574	37.068	39.112	36.712	36.069
ENSG00000248122.1	APOOP4	0	1	0	0	0	0
ENSG00000248124.7	RRN3P1	353.737	589.5	273.398	1038.569	680.135	803.905
ENSG00000248125.2	AC008700.1	0	0	0	0	0	0
ENSG00000248126.1	AC091849.1	0	0	0	0	0	0
ENSG00000248127.1	AC026774.1	0	1	0	0	0	0
ENSG00000248128.1	AC114801.1	0	0	0	0	0	0
ENSG00000248131.6	LINC01194	0	0	0	0	0	0
ENSG00000248132.3	LINC02101	0	0	0	0	0	0
ENSG00000248133.1	MTND4LP22	0	0	0	0	0	0
ENSG00000248134.1	AC079395.1	0	0	0	0	0	0
ENSG00000248136.1	MTND6P8	0	0	0	0	0	0
ENSG00000248137.1	AC094105.1	0	0	0	0	0	0
ENSG00000248138.5	AC097515.1	0	0	0	0	0	0
ENSG00000248139.2	CUL4AP1	0	0	0	0	0	0
ENSG00000248143.1	LINC02383	0	0	0	0	0	0
ENSG00000248144.6	ADH1C	0	0	0	0	0	0
ENSG00000248145.2	AC016553.1	0	0	0	0	0	0
ENSG00000248148.1	AC114954.1	0	0	0	0	0	0
ENSG00000248150.1	LINC02150	2	3	0	3	1	0
ENSG00000248152.2	ANK2-AS1	0	0	0	0	0	0
ENSG00000248155.1	CR545473.1	2	6	5	3	3	6
ENSG00000248156.2	BTG4P1	0	0	0	0	0	0
ENSG00000248159.1	HSPA8P11	1	0	0	1	4.579	1
ENSG00000248160.1	AC233724.1	0	0	0	0	0	0
ENSG00000248161.5	AC098487.1	1	15.986	10	5	13.999	4
ENSG00000248162.1	AC074198.1	0	0	0	0	0	0
ENSG00000248165.1	AC110760.1	0	0	0	0	0	0
ENSG00000248167.7	TRIM39-RPP21	134.528	150.635	121.959	183.363	129.705	152.658
ENSG00000248170.1	AC117522.1	0	0	0	0	0	0
ENSG00000248172.1	AC009720.1	0	0	0	0	0	0
ENSG00000248174.6	LINC02268	0	1	0	0	0	0
ENSG00000248176.2	AC109349.1	0	0	0	0	0	0
ENSG00000248180.1	GAPDHP60	18.054	10.651	16.933	12.323	7.487	13.203
ENSG00000248184.1	LINC02283	0	0	0	0	0	0
ENSG00000248185.1	AC025445.1	1	0	0	0	0	0
ENSG00000248187.1	AC078850.1	191	248	147	298	444	226
ENSG00000248188.2	AC005798.1	1	0	0	0	2	2
ENSG00000248191.1	PES1P1	0	0	0	1	0	1
ENSG00000248192.1	ATG10-AS1	0	0	0	0	0	0
ENSG00000248195.1	AC016550.1	0	0	0	0	0	0
ENSG00000248196.1	AC092658.1	1	0	1	2	0	0
ENSG00000248197.1	LINC00290	0	0	0	0	0	0
ENSG00000248199.2	AC008877.1	0	0	0	0	0	0
ENSG00000248200.2	AC093770.1	0	0	0	0	0	0
ENSG00000248202.2	LINC02234	0	1	0	0	0	0
ENSG00000248203.1	AC011362.1	0	0	0	0	0	0
ENSG00000248205.1	H3P17	0	0	0	0	0	0
ENSG00000248206.2	AC074194.1	1	4	10	6	6	12
ENSG00000248208.1	WDR45P1	8.98	8.849	17.997	15.922	4	11.955
ENSG00000248209.1	AC097462.1	0	0	0	0	0	0
ENSG00000248210.2	LINC02355	1	1	0	0	0	0
ENSG00000248211.1	TRPC7-AS1	1	0	0	0	0	0
ENSG00000248213.3	CICP16	0	0	0	0	0	0
ENSG00000248215.6	LINC02505	0	0	0	0	0	0
ENSG00000248216.1	KCTD9P5	0	1.007	0	0	0	0
ENSG00000248221.1	STX18-IT1	0	0	0	0	0	0
ENSG00000248222.5	AC011389.1	0	1	0	0	0	0
ENSG00000248223.1	AC026785.2	3.178	8.395	4.147	6.3	2.121	3.158
ENSG00000248227.1	LINC02513	0	0	0	0	0	0
ENSG00000248228.2	SLIT2-IT1	0	0	0	0	0	0
ENSG00000248229.1	AC106872.4	0	0	0	0	0	0
ENSG00000248231.1	KRT8P4	0	0	0	0	0	0
ENSG00000248234.1	AC091839.1	0	0	0	0	0	0
ENSG00000248235.6	AC037459.1	3.348	7.253	5.474	0	4.364	3.077
ENSG00000248236.1	AC008837.1	0	0	0	0	0	0
ENSG00000248237.2	AC105420.1	0	0	0	0	0	0
ENSG00000248238.2	LINC02438	1	0	0	0	0	0
ENSG00000248240.1	AC114956.1	3	0	0	1	0	0
ENSG00000248242.1	AC004053.1	1	0	0	0	0	0
ENSG00000248243.1	LINC02014	1	1	3	1	0	0
ENSG00000248245.1	AC010307.2	0	0	0	0	0	0
ENSG00000248249.1	AC110794.1	0	0	0	0	0	0
ENSG00000248254.1	AC107398.2	1	0	0	0	0	0
ENSG00000248256.1	OCIAD1-AS1	0	0	0	0	0	0
ENSG00000248257.7	PSG10P	0	0	0	0	0	0
ENSG00000248259.1	MTND4LP31	0	0	0	0	0	0
ENSG00000248261.2	AC008948.1	0	0	0	0	0	0
ENSG00000248262.1	AC108037.1	0	0	0	0	0	0
ENSG00000248265.2	AC023794.2	0	1	0	0	0	0
ENSG00000248266.1	AC108142.1	0	0	0	0	0	0
ENSG00000248268.1	AC010275.1	0	0	0	0	0	0
ENSG00000248271.1	PGAM1P1	0	0	0	0	0	0
ENSG00000248275.2	TRIM52-AS1	169	174	239.999	174.999	168	256.001
ENSG00000248278.1	SUMO2P17	10.279	7.999	4.531	5.705	4.485	13.688
ENSG00000248279.5	LINC02120	0	0	0	0	0	0
ENSG00000248281.1	AC106868.1	0	0	0	1	1	0
ENSG00000248282.1	MTCYBP44	0	0	0	0	0	0
ENSG00000248283.2	CCNL2P1	0	0	0	0	0	2
ENSG00000248285.1	AC122707.1	0	0	0	0	0	0
ENSG00000248286.1	AC140172.1	0	0	0	0	0	0
ENSG00000248287.1	SCGB1D5P	0	0	0	0	0	0
ENSG00000248288.1	AC008868.1	1	0	0	0	0	0
ENSG00000248290.1	TNXA	0	0	0	0	3.619	0
ENSG00000248293.1	AC008413.1	0	0	0	0	0	0
ENSG00000248295.2	DDX43P1	0	0	0	0	0	0
ENSG00000248296.1	AC025465.1	0	0	0	0	0	0
ENSG00000248300.1	LINC02360	0	0	0	0	0	0
ENSG00000248302.3	BNIP3P41	0	0	0	0	0	0
ENSG00000248305.1	AC105416.1	0	0	0	0	0	0
ENSG00000248307.6	LINC00616	2	0	1	1	3	3
ENSG00000248308.1	AC138938.1	0	0	0	0	0	0
ENSG00000248309.7	MEF2C-AS1	2	3	7	4	1	2
ENSG00000248311.1	AC026719.1	0	0	0	0	0	0
ENSG00000248313.1	CYP4F27P	0	0	0	0	0	0
ENSG00000248315.1	MTND4LP2	0	0	0	0	0	0
ENSG00000248317.2	AC111194.1	0	0	0	0	0	0
ENSG00000248318.1	AC104958.1	0	0	0	0	0	0
ENSG00000248319.2	LINC02275	0	0	0	0	0	0
ENSG00000248320.1	THAP12P9	0	0	0	0	0	0
ENSG00000248322.1	AL117348.1	0	0	0	0	0	0
ENSG00000248323.7	LUCAT1	2632.013	4213.981	3134	4015.998	4300.996	4129.989
ENSG00000248327.1	NOL8P1	4.005	0	1.001	0	0	0
ENSG00000248328.1	MTCO3P28	0	0	0	0	0	0
ENSG00000248329.6	APELA	0	0	0	0	0	0
ENSG00000248330.5	LINC00613	0	0	0	0	0	0
ENSG00000248332.6	TUB-AS1	0	0	0	0	0	0
ENSG00000248333.8	CDK11B	3482.806	4834.905	3870.585	3754.388	4029.069	4099.929
ENSG00000248334.6	WHAMMP2	11.006	2.273	14.067	3.383	2.584	3.478
ENSG00000248335.1	AC096733.2	0	0	0	0	0	0
ENSG00000248336.1	HMGN1P11	0	0	0	0	0	0
ENSG00000248337.1	AC233724.2	0	0	1	0	0	0
ENSG00000248338.2	LINC02472	0	0	0	0	0	0
ENSG00000248339.1	LINC02504	3	0	2	0	0.922	1
ENSG00000248340.2	AC106047.1	0	0	0	0	0	0
ENSG00000248343.1	AC096576.2	0	0	0	0	0	0
ENSG00000248346.1	AC092435.1	0	0	0	0	0	0
ENSG00000248347.3	AC120036.1	0	0	0	0	0	0
ENSG00000248349.1	AC112204.1	0	0	0	0	0	0
ENSG00000248350.1	AC010265.1	0	0	0	0	0	0
ENSG00000248351.1	HSPD1P18	0	0	0	0	0	0
ENSG00000248355.1	ARL2BPP6	0	0	0	0	0	0
ENSG00000248356.1	AC093864.1	0	0	0	0	0	0
ENSG00000248358.2	AC243972.1	0	0	0	0	0	0
ENSG00000248359.2	AC010280.1	0	0	0	0	0	0
ENSG00000248360.7	LINC00504	51	87	37	87.468	82	77
ENSG00000248362.1	AC011352.1	0	1	0	0	0	0
ENSG00000248363.5	AC016550.2	2	0	0	0	0	0
ENSG00000248364.1	OR7E86P	0	0	0	0	0	0
ENSG00000248365.3	POU5F1P7	0	0	0	0	0	0
ENSG00000248366.1	TRAJ51	0	0	0	0	0	0
ENSG00000248367.1	AC008610.1	2	8	4	5	8	6
ENSG00000248369.1	AC114741.1	0	0	0	0	0	0
ENSG00000248370.2	LINC02434	0	0	0	0	0	0
ENSG00000248371.5	LINC02056	0	0	0	0	0	0
ENSG00000248373.6	AC096577.1	0	4	4	2	4	3
ENSG00000248374.1	AC073358.1	0	2	1	0	1	0
ENSG00000248375.1	AC104066.3	1	4	0	0	2	0
ENSG00000248376.2	AC112698.1	0	0	0	0	0	0
ENSG00000248377.1	HMGN1P9	0	0	0	0	0	0
ENSG00000248378.1	AC022447.1	0	0	0	0	0	0
ENSG00000248383.4	PCDHAC1	0	0	0	0	1	0
ENSG00000248385.8	TARM1	1	4	2	0	4	0
ENSG00000248387.1	AC121161.1	0	0	0	0	0	0
ENSG00000248388.5	AC093801.1	0	0	0	0	0	0
ENSG00000248391.6	LINC02064	0	0	0	0	0	0
ENSG00000248393.1	AC026782.1	0	0	0	0	0	0
ENSG00000248394.1	FOSL1P1	1	0	0	0	1	0
ENSG00000248396.1	TOMM22P4	0	0	0	0	0	0
ENSG00000248397.1	LINC00498	0	0	0	0	2	1
ENSG00000248399.1	AL645924.1	0	0	0	0	0	0
ENSG00000248400.2	ST13P12	0	0	0.964	0	0	0
ENSG00000248401.2	AC114781.1	0	0	0	0	1	0
ENSG00000248403.1	NACAP6	0	0	0	0	0	0
ENSG00000248405.10	PRR5-ARHGAP8	0	0	2.42	0	0	0
ENSG00000248406.1	AC008758.3	0	0	0	0	0	0
ENSG00000248408.1	LINC02469	0	2	1	1	0	0
ENSG00000248409.2	AP000344.2	0	0	0	0	0	0
ENSG00000248415.1	GAPDHP61	5.479	6.155	9.984	1.06	7.128	9.837
ENSG00000248416.1	AC107464.2	0	0	0	0	0	0
ENSG00000248417.1	AC097535.1	0	0	0	0	0	0
ENSG00000248418.2	UBL5P1	0	0	0	0	0	0
ENSG00000248419.2	AC110768.1	0	0	0	0	0	0
ENSG00000248420.1	MTATP6P9	0	0	0	0	0	0
ENSG00000248422.1	AC233724.3	0	0	0	0	0	0
ENSG00000248423.1	AC100850.1	0	0	0	0	0	0
ENSG00000248424.1	OR51K1P	0	0	0	0	0	0
ENSG00000248425.1	AC006296.1	0	0	0	0	0	0
ENSG00000248426.1	AC113347.2	0	0	0	0	0	0
ENSG00000248428.1	AC010395.1	0	0	0	0	0	0
ENSG00000248429.5	FAM198B-AS1	69	308.001	203	92	360	296
ENSG00000248430.1	HMGB3P16	0	0	0	0	0	0
ENSG00000248431.2	AC021134.1	0	0	0	0	0	0
ENSG00000248432.1	AC139718.1	0	0	0	0	0	0
ENSG00000248434.1	AC107463.1	1	0	0	1	0	2
ENSG00000248439.2	RPL23AP94	0	0	0	0	0	0
ENSG00000248440.1	AC091917.1	0	0	0	0	0	0
ENSG00000248441.7	LINC01197	2	1	0	0	0	0
ENSG00000248442.2	OR10J7P	0	0	0	0	0	0
ENSG00000248443.1	AC109464.1	0	0	1	0	0	0
ENSG00000248444.1	HNRNPA1P65	0	0	0	0	0	0
ENSG00000248445.5	SEMA6A-AS1	70	79.001	61	100	66.999	123
ENSG00000248447.2	AC107058.1	0	0	0	0	0	0
ENSG00000248448.2	COX5BP1	0	0	0	0	0	1
ENSG00000248449.2	PCDHGB8P	1	1	0	1	1	1
ENSG00000248452.2	AC097714.1	1	0	1	5	3	1
ENSG00000248455.6	LINC02217	1	0	2	0	0	0
ENSG00000248456.1	LINC02485	2	0	0	0	0	0
ENSG00000248457.1	LINC02220	0	0	0	0	0	0
ENSG00000248458.2	AL139147.1	1	0	0	0	0	0
ENSG00000248459.1	AC083906.1	0	0	0	0	0	0
ENSG00000248461.3	LINC02119	1	1	1	0	0	0
ENSG00000248462.1	NENFP3	0	0	0	0	0	0
ENSG00000248464.1	FGF10-AS1	0	0	0	0	2	0
ENSG00000248466.1	AC098827.1	0	0	0	0	1	0
ENSG00000248468.2	AC107027.1	3	1	2	2	3	2
ENSG00000248469.1	AC139491.1	0	0	0	0	0	0
ENSG00000248471.2	AC233724.4	0	0	0	0	0	0
ENSG00000248472.8	DDX11L9	5.927	3.168	0	3.232	0	14.778
ENSG00000248473.2	LINC01962	5	2	4	6	3	4
ENSG00000248474.1	LINC02122	0	0	0	0	0	0
ENSG00000248475.5	AC016642.1	0	0	0	0	1	1
ENSG00000248476.1	BACH1-IT1	82	53	47	79	46	61
ENSG00000248477.6	NAIPP3	0	77.798	0	0	0	0
ENSG00000248479.1	AC104137.1	0	0	0	0	0	0
ENSG00000248480.1	AC093801.2	0	0	0	0	0	0
ENSG00000248482.1	AC008406.1	0	0	0	0	0	0
ENSG00000248483.7	POU5F2	5	4	1	2	5	2
ENSG00000248484.1	AC113391.1	0	0	0	0	0	0
ENSG00000248485.2	PCP4L1	1	0	0	0	0	1
ENSG00000248487.9	ABHD14A	88.186	94.852	113.819	110.417	65.344	111.162
ENSG00000248488.2	PGAM4P2	0	0	0	0	0	0
ENSG00000248489.2	LINC02062	5	5	1	3	4	4
ENSG00000248490.2	AC113355.1	0	1	0	0	0	0
ENSG00000248491.6	AC093772.1	0	0	0	0	0	0
ENSG00000248492.1	ZFAT-AS1	0	0	0	0	0	0
ENSG00000248493.1	AC005351.1	0	0	0	0	0	0
ENSG00000248494.1	LNX1-AS2	0	0	0	0	0	0
ENSG00000248498.4	ASNSP1	0	0	0	0	0	0
ENSG00000248503.2	AL356235.1	20.911	19.314	29.165	25.934	26.073	29.455
ENSG00000248505.2	LINC02380	0	0	0	0	0	0
ENSG00000248506.1	AC097474.1	0	0	0	1	0	0
ENSG00000248507.1	OR5H4P	0	0	0	0	0	0
ENSG00000248508.8	SRP14-AS1	86	146	133	121	119.999	145
ENSG00000248510.2	LINC02267	1	0	0	0	0	0
ENSG00000248511.1	AC112695.1	0	0	0	0	0	0
ENSG00000248514.1	AC008443.4	1	1	0	0	0	1
ENSG00000248515.2	AC024230.1	0	0	0	0	0	0
ENSG00000248516.1	AC105415.1	0	1	0	0	2	1
ENSG00000248517.1	LINC02437	0	0	0	0	0	0
ENSG00000248518.1	AC098587.1	0	0	0	0	0	0
ENSG00000248521.1	AC092612.1	0	0	0	0	0	0
ENSG00000248522.1	SBF1P1	2	2	0	0	0	1
ENSG00000248525.2	AC026787.1	0	0	0	0	0	0
ENSG00000248527.1	MTATP6P1	22435.477	22743.427	26206.91	24458.109	21708.753	26981.609
ENSG00000248528.1	LINC02058	0	0	0	0	0	0
ENSG00000248529.5	AC026746.1	0	0	0	0	0	0
ENSG00000248530.1	BCL2L12P1	0	0	2.487	0	0	0
ENSG00000248531.3	NDUFA5P12	0	0	0	0	0	0
ENSG00000248532.2	AC119751.2	0	0	0	0	0	0
ENSG00000248533.1	AC034226.1	0	0	0	0	0	0
ENSG00000248537.1	AC091906.1	0	0	0	0	0	0
ENSG00000248538.8	AC022784.1	1	2	0	1	0	0
ENSG00000248539.1	LINC02117	0	0	0	0	0	0
ENSG00000248540.3	AC010931.1	0	1	0	0	0	0
ENSG00000248542.2	AC233724.5	0	0	0	0	0	0
ENSG00000248543.2	NPM1P41	0	0	0	0	0	0
ENSG00000248544.2	AC008676.1	0	1	1	0	1	1
ENSG00000248545.3	AC105290.1	0	0	0	0	0	0
ENSG00000248546.3	ANP32C	0	6.927	5.661	3.307	2.005	3.858
ENSG00000248547.2	AC021146.2	0	0	0	0	0	0
ENSG00000248548.1	MTND4P8	0	0	0	0	0	0
ENSG00000248550.4	OTX2-AS1	1	0	2	1	0	0
ENSG00000248551.1	AC095050.1	0	0	0	0	0	0
ENSG00000248552.1	AC074344.1	0	0	0	0	0	0
ENSG00000248553.1	OR52H2P	0	0	0	0	0	0
ENSG00000248554.1	C5orf34-AS1	2.002	0	4.005	5.008	1	4
ENSG00000248555.7	LINC01339	0	0	0	0	0	0
ENSG00000248557.1	AC024558.1	0	0	0	0	0	0
ENSG00000248559.1	AC109454.2	2	0	0	1	1	0
ENSG00000248560.1	AC008620.2	1	0	0	0	0	0
ENSG00000248564.1	AC079140.1	0	0	0	0	0	0
ENSG00000248565.2	TECRP2	1	0	2	1	0	0
ENSG00000248567.1	AC068721.1	0	0	0	0	0	1
ENSG00000248568.1	KRT8P48	1	0	0	0	0	0
ENSG00000248569.1	AC026410.3	0	1.261	2.791	4.213	0	0
ENSG00000248571.1	AC106882.1	0	0	1	0	0	0
ENSG00000248572.6	EGFLAM-AS2	0	0	0	0	0	0
ENSG00000248573.1	PRYP6	0	0	0	0	0	0
ENSG00000248574.1	ADAM20P2	0	0	0	0	0	0
ENSG00000248576.1	AC023794.3	0	0	0	0	0	0
ENSG00000248577.1	AC091435.1	0	0	0	0	0	0
ENSG00000248578.1	NPM1P21	2.044	3.186	2.895	1.001	0	0
ENSG00000248583.1	AC119751.3	2	0	0	0	1	0
ENSG00000248585.2	AC084024.2	0	0	0	0	0	0
ENSG00000248586.2	AC025470.1	1	0	0	0	0	0
ENSG00000248587.8	GDNF-AS1	1	0	0	1	0	0
ENSG00000248588.2	AC008517.1	0	0	0	0	0	0
ENSG00000248590.2	GLDCP1	0	0	0	0	0	0
ENSG00000248591.1	AC109445.1	0	0	0	0	0	0
ENSG00000248592.7	STIMATE-MUSTN1	226.411	363.978	579.373	408.907	151.754	381.127
ENSG00000248593.3	DSTNP2	511.095	677	510	594	597	572
ENSG00000248596.8	AC139491.2	0	0	0	0	0	0
ENSG00000248597.2	AC126768.1	0	0	0	0	0	0
ENSG00000248599.2	AC018781.1	1	1	2	0	1	0
ENSG00000248600.2	AC025465.2	0	0	0	0	0	0
ENSG00000248601.1	AC116634.1	0	0	0	0	0	0
ENSG00000248605.5	AC022140.1	1	0	0	0	0	0
ENSG00000248607.1	AC117422.1	0	0	0	0	0	0
ENSG00000248608.2	AC133963.1	0	0	0	0	0	0
ENSG00000248610.1	HSPA8P4	3.347	1.079	2.297	0	2	0
ENSG00000248611.1	AC107385.1	0	0	0	0	1	0
ENSG00000248613.1	AC021146.3	0	0	0	0	0	0
ENSG00000248616.1	AC109439.1	0	0	0	0	0	0
ENSG00000248618.1	ENPP7P3	0	0	0	0	0	0
ENSG00000248621.2	AC108019.1	0	0	0	0	0	0
ENSG00000248624.1	AC022447.2	0	0	0	0	0	0
ENSG00000248625.1	AC079768.1	0	2	1	4	3.002	1
ENSG00000248626.1	GAPDHP40	5.867	4.623	4.521	7.645	5.92	3.138
ENSG00000248627.1	AC095059.1	0	0	0	0	0	0
ENSG00000248629.1	AC092608.1	0	0	1	0	0	0
ENSG00000248633.1	WRBP1	0	0	0	0	0	0
ENSG00000248634.1	AC008588.1	0	0	0	0	0	0
ENSG00000248635.1	AC147055.1	0	0	0	0	0	0
ENSG00000248636.7	AC002070.1	0	1	0	1	0	0
ENSG00000248637.1	AC108064.1	0	0	0	0	0	0
ENSG00000248639.2	AC098799.1	1	1	0	0	0	0
ENSG00000248640.1	HNRNPA1P56	0	0	0	0	0	0
ENSG00000248641.1	HMGA1P2	28.489	27.722	30.502	39.009	36.947	21.763
ENSG00000248642.1	OR10J2P	0	0	0	0	0	0
ENSG00000248643.5	RBM14-RBM4	207.602	128.755	189.947	178.648	190.423	195.536
ENSG00000248645.1	AC106872.5	0	0	0	0	0	0
ENSG00000248646.1	AC096759.1	0	0	1	0	0	0
ENSG00000248647.2	AC012613.1	0	0	0	0	0	0
ENSG00000248648.1	AC113410.2	0	0	0	0	0	0
ENSG00000248651.1	GCSHP1	0	0	0	0	1	0
ENSG00000248652.2	AC034244.2	0	0	0	0	0	0
ENSG00000248654.1	MTCO3P44	0	1	0	0	0	0
ENSG00000248656.2	AC083795.2	0	1	0	0	0	0
ENSG00000248659.1	AC023162.1	0	0	0	0	0	0
ENSG00000248660.1	SRIP1	0	0	0	0	0	0
ENSG00000248663.6	LINC00992	0	0	0	0	0	0
ENSG00000248664.1	AC010273.2	0	4	2	2	1	1
ENSG00000248667.1	AC010486.1	0	0	0	0	0	0
ENSG00000248668.3	OXCT1-AS1	0	0	0	0	0	1
ENSG00000248669.1	AC116562.2	0	0	0	0	0	0
ENSG00000248671.8	AP003498.1	10.03	19.608	12.608	17	16	16.48
ENSG00000248672.5	LY75-CD302	225.748	406.916	471.923	217.544	323.673	455.116
ENSG00000248673.2	LINC01331	6	2	4	3	3	3
ENSG00000248674.1	RBBP4P6	0	0	0	0	0	0
ENSG00000248676.1	AC083902.1	0	0	0	0	0	0
ENSG00000248677.2	LINC02102	3	4	7	8	7	2
ENSG00000248682.1	ARHGAP22-IT1	0	1	0	0	0	0
ENSG00000248684.1	BIN2P2	0	0	2	1	0	1
ENSG00000248685.6	LINC02484	0	1	0	0	0	0
ENSG00000248687.2	AC024589.1	0	0	0	0	0	0
ENSG00000248690.8	HAS2-AS1	2	0	2	0	0	0
ENSG00000248692.5	ADGRL3-AS1	0	0	0	0	0	0
ENSG00000248693.1	LINC02100	0	0	0	0	0	0
ENSG00000248694.1	AC079226.1	0	0	0	0	0	0
ENSG00000248696.1	AC011406.1	0	0	0	0	0	0
ENSG00000248697.1	TOX4P1	2.038	2.036	0	1.011	3.055	4.083
ENSG00000248698.6	LINC01085	0	0	0	0	0	0
ENSG00000248699.1	AC114964.1	0	0	0	0	0	1
ENSG00000248701.1	AC008539.1	0	0	0	0	0	0
ENSG00000248702.1	AC005921.2	0	1	0	0	0	0
ENSG00000248703.2	LINC02415	0	0	1	1	0	0
ENSG00000248704.1	MTND4P2	0	0	0	0	0	0
ENSG00000248705.1	AC114812.4	0	0	0	0	0	0
ENSG00000248708.2	LINC02144	0	0	0	0	0	0
ENSG00000248709.3	AC008549.1	0	0	0	0	0	0
ENSG00000248710.1	AC079594.2	19.592	25.584	6.126	0	0	49.987
ENSG00000248711.1	THUMPD3P1	0	0	0	0	0	0
ENSG00000248712.7	CCDC153	68	57	93	65	58	77
ENSG00000248713.1	C4orf54	0	2	0	0	0	1
ENSG00000248714.7	AC091180.3	24	43	44	15	27	39
ENSG00000248715.2	AC105424.1	0	0	0	0	0	0
ENSG00000248716.2	AC093815.1	0	0	0	0	0	0
ENSG00000248717.1	LINC02222	0	0	0	0	0	0
ENSG00000248719.2	AC021127.1	0	0	0	1	0	0
ENSG00000248720.1	RFPL4AP5	0	0	0	0	0	0
ENSG00000248722.1	AK3P4	0	0	0	0	0	0
